Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[168]    0.0    0.00    0.00       2         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
-----------------------------------------------
                0.00    0.00       2/2           BaseConfig::explodeConfig(YAML::Node const&) [172]
[169]    0.0    0.00    0.00       2         YAML::Node const YAML::Node::operator[]<char [13]>(char const (&) [13]) const [169]
                0.00    0.00       8/329         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00       6/118         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [75]
                0.00    0.00       2/34          YAML::Node::EnsureNodeExists() const [120]
                0.00    0.00       2/96          YAML::detail::node::equals(char const*, std::shared_ptr<YAML::detail::memory_holder>) [77]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[170]    0.0    0.00    0.00       2         std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::~vector() [170]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[171]    0.0    0.00    0.00       1         loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
                0.00    0.00       1/1           YAML::LoadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [203]
                0.00    0.00       1/1           BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       1/1           std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [206]
                0.00    0.00       1/329         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
-----------------------------------------------
                0.00    0.00       1/1           loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
[172]    0.0    0.00    0.00       1         BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       8/34          YAML::Node::~Node() [119]
                0.00    0.00       5/118         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [75]
                0.00    0.00       4/329         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00       3/7           YAML::Node::Type() const [149]
                0.00    0.00       2/6           YAML::Node const YAML::Node::operator[]<char [5]>(char const (&) [5]) const [152]
                0.00    0.00       2/2           YAML::Node const YAML::Node::operator[]<char [13]>(char const (&) [13]) const [169]
                0.00    0.00       2/18          float YAML::Node::as<float>() const [133]
                0.00    0.00       2/6           YAML::Node const YAML::Node::operator[]<char [6]>(char const (&) [6]) const [153]
                0.00    0.00       1/34          YAML::Node::EnsureNodeExists() const [120]
                0.00    0.00       1/137         frame_dummy [40]
                0.00    0.00       1/1           SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       1/1           SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00       1/3           YAML::Node const YAML::Node::operator[]<char [11]>(char const (&) [11]) const [163]
                0.00    0.00       1/96          YAML::detail::node::equals(char const*, std::shared_ptr<YAML::detail::memory_holder>) [77]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[173]    0.0    0.00    0.00       1         BaseConfig::~BaseConfig() [173]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[174]    0.0    0.00    0.00       1         CellFactory::CellFactory(BaseConfig const&) [174]
-----------------------------------------------
                0.00    0.00       1/1           BaseConfig::explodeConfig(YAML::Node const&) [172]
[175]    0.0    0.00    0.00       1         SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       8/34          YAML::Node::~Node() [119]
                0.00    0.00       5/118         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [75]
                0.00    0.00       4/4           PerturbParams::explodeParams(YAML::Node const&) [159]
                0.00    0.00       4/329         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00       4/96          YAML::detail::node::equals(char const*, std::shared_ptr<YAML::detail::memory_holder>) [77]
                0.00    0.00       3/3           YAML::Node const YAML::Node::operator[]<char [2]>(char const (&) [2]) const [165]
                0.00    0.00       2/3           YAML::Node const YAML::Node::operator[]<char [10]>(char const (&) [10]) const [162]
                0.00    0.00       2/7           YAML::Node::Type() const [149]
                0.00    0.00       2/4           YAML::Node::Scalar[abi:cxx11]() const [160]
                0.00    0.00       2/3           YAML::Node const YAML::Node::operator[]<char [17]>(char const (&) [17]) const [164]
                0.00    0.00       1/34          YAML::Node::EnsureNodeExists() const [120]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[176]    0.0    0.00    0.00       1         SimulationConfig::printConfig() [176]
-----------------------------------------------
                0.00    0.00       1/1           BaseConfig::explodeConfig(YAML::Node const&) [172]
[177]    0.0    0.00    0.00       1         SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00      10/118         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [75]
                0.00    0.00       8/329         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00       6/34          YAML::Node::~Node() [119]
                0.00    0.00       5/96          YAML::detail::node::equals(char const*, std::shared_ptr<YAML::detail::memory_holder>) [77]
                0.00    0.00       4/18          float YAML::Node::as<float>() const [133]
                0.00    0.00       2/34          YAML::Node::EnsureNodeExists() const [120]
                0.00    0.00       2/7           YAML::Node::Type() const [149]
                0.00    0.00       2/4           YAML::Node::Scalar[abi:cxx11]() const [160]
                0.00    0.00       2/3           YAML::Node const YAML::Node::operator[]<char [11]>(char const (&) [11]) const [163]
                0.00    0.00       1/3           YAML::Node const YAML::Node::operator[]<char [17]>(char const (&) [17]) const [164]
                0.00    0.00       1/3           YAML::Node const YAML::Node::operator[]<char [10]>(char const (&) [10]) const [162]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[178]    0.0    0.00    0.00       1         Args::~Args() [178]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::Load(std::istream&) [191]
[179]    0.0    0.00    0.00       1         YAML::Directives::Directives() [179]
-----------------------------------------------
                0.00    0.00       1/1           YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
[180]    0.0    0.00    0.00       1         YAML::NodeBuilder::OnDocumentEnd() [180]
-----------------------------------------------
                0.00    0.00       1/1           YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
[181]    0.0    0.00    0.00       1         YAML::NodeBuilder::OnDocumentStart(YAML::Mark const&) [181]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[182]    0.0    0.00    0.00       1         YAML::NodeBuilder::Root() [182]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[183]    0.0    0.00    0.00       1         YAML::NodeBuilder::NodeBuilder() [183]
                0.00    0.00       1/4           void std::vector<YAML::detail::node*, std::allocator<YAML::detail::node*> >::_M_realloc_insert<YAML::detail::node*>(__gnu_cxx::__normal_iterator<YAML::detail::node**, std::vector<YAML::detail::node*, std::allocator<YAML::detail::node*> > >, YAML::detail::node*&&) [161]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[184]    0.0    0.00    0.00       1         YAML::NodeBuilder::~NodeBuilder() [184]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
[185]    0.0    0.00    0.00       1         YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
                0.00    0.00       2/396         YAML::Scanner::peek() [66]
                0.00    0.00       1/1           YAML::NodeBuilder::OnDocumentStart(YAML::Mark const&) [181]
                0.00    0.00       1/1           YAML::NodeBuilder::OnDocumentEnd() [180]
                0.00    0.00       1/1           YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
                0.00    0.00       1/262         YAML::Scanner::empty() [69]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
[186]    0.0    0.00    0.00       1         YAML::SingleDocParser::SingleDocParser(YAML::Scanner&, YAML::Directives const&) [186]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
[187]    0.0    0.00    0.00       1         YAML::SingleDocParser::~SingleDocParser() [187]
-----------------------------------------------
                0.00    0.00       1/1           YAML::LoadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [203]
[188]    0.0    0.00    0.00       1         YAML::Load(std::istream&) [188]
                0.00    0.00       1/1           YAML::NodeBuilder::NodeBuilder() [183]
                0.00    0.00       1/1           YAML::Parser::Parser(std::istream&) [192]
                0.00    0.00       1/1           YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
                0.00    0.00       1/1           YAML::Parser::~Parser() [194]
                0.00    0.00       1/1           YAML::NodeBuilder::~NodeBuilder() [184]
                0.00    0.00       1/1           YAML::NodeBuilder::Root() [182]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
[189]    0.0    0.00    0.00       1         YAML::Parser::ParseDirectives() [189]
                0.00    0.00       1/262         YAML::Scanner::empty() [69]
                0.00    0.00       1/396         YAML::Scanner::peek() [66]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[190]    0.0    0.00    0.00       1         YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
                0.00    0.00       1/262         YAML::Scanner::empty() [69]
                0.00    0.00       1/1           YAML::Parser::ParseDirectives() [189]
                0.00    0.00       1/1           YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
                0.00    0.00       1/1           YAML::SingleDocParser::SingleDocParser(YAML::Scanner&, YAML::Directives const&) [186]
                0.00    0.00       1/1           YAML::SingleDocParser::~SingleDocParser() [187]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::Parser(std::istream&) [192]
[191]    0.0    0.00    0.00       1         YAML::Parser::Load(std::istream&) [191]
                0.00    0.00       1/1           YAML::Scanner::Scanner(std::istream&) [201]
                0.00    0.00       1/1           YAML::Directives::Directives() [179]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[192]    0.0    0.00    0.00       1         YAML::Parser::Parser(std::istream&) [192]
                0.00    0.00       1/1           YAML::Parser::Parser() [193]
                0.00    0.00       1/1           YAML::Parser::Load(std::istream&) [191]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::Parser(std::istream&) [192]
[193]    0.0    0.00    0.00       1         YAML::Parser::Parser() [193]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
[194]    0.0    0.00    0.00       1         YAML::Parser::~Parser() [194]
                0.00    0.00       1/1           YAML::Stream::~Stream() [196]
                0.00    0.00       1/1           YAML::Scanner::~Scanner() [202]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Scanner::Scanner(std::istream&) [201]
[195]    0.0    0.00    0.00       1         YAML::Stream::Stream(std::istream&) [195]
                0.00    0.00       1/1279        YAML::Stream::_ReadAheadTo(unsigned long) const [57]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::~Parser() [194]
[196]    0.0    0.00    0.00       1         YAML::Stream::~Stream() [196]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Scanner::EnsureTokensInQueue() [63]
[197]    0.0    0.00    0.00       1         YAML::Scanner::StartStream() [197]
                0.00    0.00       1/36          void std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > >::_M_realloc_insert<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >*, std::vector<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >, std::allocator<std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> > > > >, std::unique_ptr<YAML::Scanner::IndentMarker, std::default_delete<YAML::Scanner::IndentMarker> >&&) [118]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Scanner::EndStream() [200]
[198]    0.0    0.00    0.00       1         YAML::Scanner::PopAllIndents() [198]
                0.00    0.00       1/8           YAML::Scanner::PopIndent() [145]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Scanner::EndStream() [200]
[199]    0.0    0.00    0.00       1         YAML::Scanner::PopAllSimpleKeys() [199]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Scanner::EnsureTokensInQueue() [63]
[200]    0.0    0.00    0.00       1         YAML::Scanner::EndStream() [200]
                0.00    0.00       1/1           YAML::Scanner::PopAllIndents() [198]
                0.00    0.00       1/1           YAML::Scanner::PopAllSimpleKeys() [199]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::Load(std::istream&) [191]
[201]    0.0    0.00    0.00       1         YAML::Scanner::Scanner(std::istream&) [201]
                0.00    0.00       1/1           YAML::Stream::Stream(std::istream&) [195]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Parser::~Parser() [194]
[202]    0.0    0.00    0.00       1         YAML::Scanner::~Scanner() [202]
-----------------------------------------------
                0.00    0.00       1/1           loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
[203]    0.0    0.00    0.00       1         YAML::LoadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [203]
                0.00    0.00       1/1           YAML::Load(std::istream&) [188]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Exp::PlainScalar() [107]
[204]    0.0    0.00    0.00       1         YAML::operator!(YAML::RegEx const&) [204]
                0.00    0.00       1/29          YAML::RegEx::RegEx(YAML::REGEX_OP) [129]
                0.00    0.00       1/45          void std::vector<YAML::RegEx, std::allocator<YAML::RegEx> >::_M_realloc_insert<YAML::RegEx const&>(__gnu_cxx::__normal_iterator<YAML::RegEx*, std::vector<YAML::RegEx, std::allocator<YAML::RegEx> > >, YAML::RegEx const&) [114]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[205]    0.0    0.00    0.00       1         Lineage::~Lineage() [205]
-----------------------------------------------
                0.00    0.00       1/1           loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
[206]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [206]
-----------------------------------------------
                                   1             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
[207]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [207]
                0.00    0.00       1/1           std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [208]
                                   1             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
-----------------------------------------------
                0.00    0.00       1/1           std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [207]
[208]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [208]
-----------------------------------------------
                                   1             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
[209]    0.0    0.00    0.00       1         std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [209]
                0.00    0.00       6/63          std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [95]
                                   6             std::_Rb_tree<std::shared_ptr<YAML::detail::node>, std::shared_ptr<YAML::detail::node>, std::_Identity<std::shared_ptr<YAML::detail::node> >, std::less<std::shared_ptr<YAML::detail::node> >, std::allocator<std::shared_ptr<YAML::detail::node> > >::_M_erase(std::_Rb_tree_node<std::shared_ptr<YAML::detail::node> >*) <cycle 1> [156]
                                   6             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[210]    0.0    0.00    0.00       1         std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> >::vector(std::vector<std::filesystem::__cxx11::path, std::allocator<std::filesystem::__cxx11::path> > const&) [210]
-----------------------------------------------
                0.00    0.00       1/1           CellFactory::createCells(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, float) [37]
[211]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Spheroid, std::allocator<Spheroid> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [211]
-----------------------------------------------
                0.00    0.00       1/1           YAML::Stream::_ReadAheadTo(unsigned long) const [57]
[212]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [212]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [171] loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [197] YAML::Scanner::StartStream() [131] Frame::length() const
  [65] processImage(cv::Mat const&, BaseConfig const&) [123] YAML::Scanner::PushIndentTo(int, YAML::Scanner::IndentMarker::INDENT_TYPE) [70] Spheroid::performPCA(std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&) const
 [166] getImageFilePaths(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, BaseConfig&) [198] YAML::Scanner::PopAllIndents() [47] Spheroid::drawOutline(cv::Mat&, float, float) const
  [33] interpolateSlices(cv::Mat const&, cv::Mat const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&, int) [78] YAML::Scanner::ScanNextToken() [27] Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const
  [29] loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [79] YAML::Scanner::PopIndentToHere() [25] Spheroid::calculateCorners() const
 [172] BaseConfig::explodeConfig(YAML::Node const&) [109] YAML::Scanner::ScanPlainScalar() [71] Spheroid::checkConstraints() const
 [173] BaseConfig::~BaseConfig() [80] YAML::Scanner::ScanToNextToken() [9] Spheroid::getPerturbedCell() const
  [37] CellFactory::createCells(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, float) [124] YAML::Scanner::VerifySimpleKey() [13] Spheroid::calculateMinimumBox(Spheroid&) const
 [174] CellFactory::CellFactory(BaseConfig const&) [199] YAML::Scanner::PopAllSimpleKeys() [7] Spheroid::draw(cv::Mat&, SimulationConfig, cv::Mat*, float) const
 [175] SphereConfig::explodeConfig(YAML::Node const&) [63] YAML::Scanner::EnsureTokensInQueue() [115] std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format)
 [159] PerturbParams::explodeParams(YAML::Node const&) [113] YAML::Scanner::InvalidateSimpleKey() [102] std::filesystem::__cxx11::path::~path()
 [176] SimulationConfig::printConfig() [72] YAML::Scanner::IsWhitespaceToBeEaten(char) [75] std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&)
 [177] SimulationConfig::explodeConfig(YAML::Node) [110] YAML::Scanner::InsertPotentialSimpleKey() [206] std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [178] Args::~Args()          [74] YAML::Scanner::pop()  [207] std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [179] YAML::Directives::Directives() [66] YAML::Scanner::peek() [95] std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [104] YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [69] YAML::Scanner::empty() [96] std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [138] YAML::NodeBuilder::OnMapStart(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, YAML::EmitterStyle::value) [200] YAML::Scanner::EndStream() [208] std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [180] YAML::NodeBuilder::OnDocumentEnd() [145] YAML::Scanner::PopIndent() [209] std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [83] YAML::NodeBuilder::RegisterAnchor(unsigned long, YAML::detail::node&) [146] YAML::Scanner::PushToken(YAML::Token::TYPE) [97] std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [181] YAML::NodeBuilder::OnDocumentStart(YAML::Mark const&) [125] YAML::Scanner::ScanValue() [98] std::_Sp_counted_ptr<YAML::detail::node_ref*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [84] YAML::NodeBuilder::Pop() [126] YAML::Scanner::SimpleKey::Validate() [99] std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [85] YAML::NodeBuilder::Push(YAML::Mark const&, unsigned long) [127] YAML::Scanner::SimpleKey::SimpleKey(YAML::Mark const&, unsigned long) [100] std::_Sp_counted_ptr<YAML::detail::node_data*, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [86] YAML::NodeBuilder::Push(YAML::detail::node&) [201] YAML::Scanner::Scanner(std::istream&) [68] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
 [182] YAML::NodeBuilder::Root() [202] YAML::Scanner::~Scanner() [61] std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#2}>::_M_invoke(std::_Any_data const&, bool&&) (std_function.h)
 [139] YAML::NodeBuilder::OnMapEnd() [132] YAML::convert<float>::decode(YAML::Node const&, float&) [15] std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#3}>::_M_invoke(std::_Any_data const&, bool&&) (std_function.h)
 [105] YAML::NodeBuilder::OnScalar(YAML::Mark const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [203] YAML::LoadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60] std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [183] YAML::NodeBuilder::NodeBuilder() [204] YAML::operator!(YAML::RegEx const&) [67] std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_invoke(std::_Any_data const&, bool&&) (stl_uninitialized.h)
 [184] YAML::NodeBuilder::~NodeBuilder() [135] YAML::operator|(YAML::RegEx const&, YAML::RegEx const&) [11] std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#2}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [106] YAML::IsNullString(char const*, unsigned long) [147] YAML::operator+(YAML::RegEx const&, YAML::RegEx const&) [17] std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#2}>::_M_invoke(std::_Any_data const&, bool&&) (std_function.h)
